0.163 (+/-0.193) for {'activation': 'tanh', 'hidden_layer_sizes': 3, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'adam'}
0.154 (+/-0.211) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'lbfgs'}
0.144 (+/-0.213) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'sgd'}
0.146 (+/-0.316) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'adam'}
0.267 (+/-0.376) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'lbfgs'}
0.075 (+/-0.190) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'sgd'}
0.045 (+/-0.083) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'adam'}
0.228 (+/-0.385) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'lbfgs'}
0.063 (+/-0.078) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'sgd'}
0.047 (+/-0.134) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'adam'}
0.272 (+/-0.390) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'lbfgs'}
0.102 (+/-0.183) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'sgd'}
0.017 (+/-0.023) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'adam'}
0.208 (+/-0.303) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'lbfgs'}
0.062 (+/-0.100) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'sgd'}
0.021 (+/-0.051) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'adam'}
0.251 (+/-0.364) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'lbfgs'}
0.046 (+/-0.063) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'sgd'}
0.041 (+/-0.080) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'adam'}
0.173 (+/-0.353) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'lbfgs'}
0.052 (+/-0.110) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'sgd'}
0.041 (+/-0.061) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'adam'}
0.205 (+/-0.333) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'lbfgs'}
0.093 (+/-0.157) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'sgd'}
0.026 (+/-0.040) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'adam'}
0.210 (+/-0.256) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'lbfgs'}
0.030 (+/-0.056) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'adam'}
0.189 (+/-0.385) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'lbfgs'}
0.071 (+/-0.143) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'sgd'}
0.069 (+/-0.145) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'adam'}
0.231 (+/-0.241) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'lbfgs'}
0.088 (+/-0.107) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'sgd'}
0.293 (+/-0.451) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'adam'}
0.242 (+/-0.301) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'lbfgs'}
0.235 (+/-0.364) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'sgd'}
0.263 (+/-0.380) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'adam'}
0.262 (+/-0.389) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'lbfgs'}
0.182 (+/-0.288) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'sgd'}
0.389 (+/-0.297) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'adam'}
0.166 (+/-0.289) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'lbfgs'}
0.283 (+/-0.332) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'sgd'}
0.228 (+/-0.317) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'adam'}
0.233 (+/-0.287) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'lbfgs'}
0.108 (+/-0.174) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'sgd'}
0.189 (+/-0.408) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'adam'}
0.176 (+/-0.336) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'lbfgs'}
0.115 (+/-0.199) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'sgd'}
0.191 (+/-0.306) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'adam'}
0.353 (+/-0.665) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'lbfgs'}
0.095 (+/-0.127) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'sgd'}
0.049 (+/-0.111) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'adam'}
0.133 (+/-0.208) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'lbfgs'}
0.119 (+/-0.161) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'sgd'}
0.057 (+/-0.110) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'adam'}
0.077 (+/-0.169) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'lbfgs'}
0.086 (+/-0.174) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'sgd'}
0.073 (+/-0.137) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'adam'}
0.162 (+/-0.173) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'lbfgs'}
0.048 (+/-0.115) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'sgd'}
0.034 (+/-0.068) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'adam'}
0.262 (+/-0.319) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'lbfgs'}
0.073 (+/-0.144) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'sgd'}
0.074 (+/-0.136) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'adam'}
0.190 (+/-0.368) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'lbfgs'}
0.029 (+/-0.056) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'sgd'}
0.021 (+/-0.051) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'adam'}
0.300 (+/-0.422) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'lbfgs'}
0.052 (+/-0.092) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'sgd'}
0.021 (+/-0.032) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'adam'}
0.135 (+/-0.327) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'lbfgs'}
0.042 (+/-0.076) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'sgd'}
0.026 (+/-0.055) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'adam'}
0.233 (+/-0.636) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'lbfgs'}
0.043 (+/-0.121) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'sgd'}
0.020 (+/-0.029) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'adam'}
0.317 (+/-0.511) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'lbfgs'}
0.038 (+/-0.077) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'sgd'}
0.279 (+/-0.285) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'adam'}
0.188 (+/-0.311) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'lbfgs'}
0.328 (+/-0.445) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'sgd'}
0.464 (+/-0.304) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'adam'}
0.150 (+/-0.296) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'lbfgs'}
0.234 (+/-0.278) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'sgd'}
0.346 (+/-0.251) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'adam'}
0.143 (+/-0.225) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'lbfgs'}
0.189 (+/-0.184) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'sgd'}
0.107 (+/-0.156) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'adam'}
0.298 (+/-0.403) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'lbfgs'}
0.063 (+/-0.097) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'sgd'}
0.243 (+/-0.375) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'adam'}
0.218 (+/-0.408) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'lbfgs'}
0.104 (+/-0.174) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'sgd'}
0.237 (+/-0.340) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'adam'}
0.104 (+/-0.183) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'lbfgs'}
0.095 (+/-0.191) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'sgd'}
0.085 (+/-0.207) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'adam'}
0.142 (+/-0.262) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'lbfgs'}
0.075 (+/-0.175) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'sgd'}
0.111 (+/-0.199) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'adam'}
0.214 (+/-0.354) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'lbfgs'}
0.063 (+/-0.094) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'sgd'}
0.026 (+/-0.055) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'adam'}
0.153 (+/-0.178) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'lbfgs'}
0.091 (+/-0.184) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'sgd'}
0.031 (+/-0.046) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'adam'}
0.202 (+/-0.275) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'lbfgs'}
0.047 (+/-0.074) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'sgd'}
0.042 (+/-0.092) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'adam'}
0.243 (+/-0.433) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'lbfgs'}
0.035 (+/-0.059) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'sgd'}
0.034 (+/-0.068) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'adam'}
0.331 (+/-0.571) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'lbfgs'}
0.040 (+/-0.114) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'sgd'}
0.019 (+/-0.035) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'adam'}
0.158 (+/-0.259) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'lbfgs'}
0.053 (+/-0.122) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'sgd'}
0.021 (+/-0.031) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'adam'}
0.145 (+/-0.301) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'lbfgs'}
0.092 (+/-0.230) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'sgd'}
0.017 (+/-0.027) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'adam'}
0.363 (+/-0.703) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'lbfgs'}
0.031 (+/-0.059) for {'activation': 'tanh', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'sgd'}
0.782 (+/-0.451) for {'activation': 'tanh', 'hidden_layer_sizes': 10, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'adam'}
0.237 (+/-0.212) for {'activation': 'tanh', 'hidden_layer_sizes': 10, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'lbfgs'}
0.437 (+/-0.382) for {'activation': 'tanh', 'hidden_layer_sizes': 10, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'sgd'}
0.652 (+/-0.454) for {'activation': 'tanh', 'hidden_layer_sizes': 10, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'adam'}
0.368 (+/-0.582) for {'activation': 'tanh', 'hidden_layer_sizes': 10, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'lbfgs'}
0.479 (+/-0.382) for {'activation': 'tanh', 'hidden_layer_sizes': 10, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'sgd'}
0.684 (+/-0.501) for {'activation': 'tanh', 'hidden_layer_sizes': 10, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'adam'}
